Dates	Close
May-15-2025	17.83
May-16-2025	17.24
May-19-2025	18.14
May-20-2025	18.09
May-21-2025	20.87
May-22-2025	20.28
May-23-2025	22.29
May-26-2025	20.57
May-27-2025	18.96
May-28-2025	19.31
May-29-2025	19.18
May-30-2025	18.57
Jun-02-2025	18.36
Jun-03-2025	17.69
Jun-04-2025	17.61
Jun-05-2025	18.48
Jun-06-2025	16.77
Jun-09-2025	17.16
Jun-10-2025	16.95
Jun-11-2025	17.26
Jun-12-2025	18.02
Jun-13-2025	20.82
Jun-16-2025	19.11
Jun-17-2025	21.60
Jun-18-2025	20.14
Jun-19-2025	22.17
Jun-20-2025	20.62
Jun-23-2025	19.83
Jun-24-2025	17.48
Jun-25-2025	16.76
Jun-26-2025	16.59
Jun-27-2025	16.32
Jun-30-2025	16.73
Jul-01-2025	16.83
Jul-02-2025	16.64
Jul-03-2025	16.38
Jul-04-2025	17.48
Jul-07-2025	17.79
Jul-08-2025	16.81
Jul-09-2025	15.94
Jul-10-2025	15.78
Jul-11-2025	16.40
Jul-14-2025	17.20
Jul-15-2025	17.38
Jul-16-2025	17.16
Jul-17-2025	16.52
Jul-18-2025	16.41
Jul-21-2025	16.65
Jul-22-2025	16.50
Jul-23-2025	15.37
Jul-24-2025	15.39
Jul-25-2025	14.93
Jul-28-2025	15.03
Jul-29-2025	15.98
Jul-30-2025	15.48
Jul-31-2025	16.72
Aug-01-2025	20.38
Aug-04-2025	17.52
Aug-05-2025	17.85
Aug-06-2025	16.77
Aug-07-2025	16.57
Aug-08-2025	15.15
Aug-11-2025	16.25
Aug-12-2025	14.73
Aug-13-2025	14.49
Aug-14-2025	14.83
Aug-15-2025	15.09
Aug-18-2025	14.99
Aug-19-2025	15.57
Aug-20-2025	15.69
Aug-21-2025	16.60
Aug-22-2025	14.22
Aug-25-2025	14.79
Aug-26-2025	14.62
Aug-27-2025	14.85
Aug-28-2025	14.43
Aug-29-2025	15.36
Sep-01-2025	16.12
Sep-02-2025	17.17
Sep-03-2025	16.35
Sep-04-2025	15.30
Sep-05-2025	15.18
Sep-08-2025	15.11
Sep-09-2025	15.04
Sep-10-2025	15.35
Sep-11-2025	14.71
Sep-12-2025	14.76
Sep-15-2025	15.69
Sep-16-2025	16.36
Sep-17-2025	15.72
Sep-18-2025	15.70
Sep-19-2025	15.45
Sep-22-2025	16.10
Sep-23-2025	16.64
Sep-24-2025	16.18
Sep-25-2025	16.74
Sep-26-2025	15.29
Sep-29-2025	16.12
Sep-30-2025	16.28
Oct-01-2025	16.29
Oct-02-2025	16.63
Oct-03-2025	16.65
Oct-06-2025	16.37
Oct-07-2025	17.24
Oct-08-2025	16.30
Oct-09-2025	16.43
Oct-10-2025	21.66
Oct-13-2025	19.03
Oct-14-2025	20.81
Oct-15-2025	20.64
Oct-16-2025	25.31
Oct-17-2025	20.78
Oct-20-2025	18.23
Oct-21-2025	17.87
Oct-22-2025	18.60
Oct-23-2025	17.30
Oct-24-2025	16.37
Oct-27-2025	15.79
Oct-28-2025	16.42
Oct-29-2025	16.92
Oct-30-2025	16.91
Oct-31-2025	17.44
Nov-03-2025	17.17
Nov-04-2025	19.00
Nov-05-2025	18.01
Nov-06-2025	19.50
Nov-07-2025	19.08
Nov-10-2025	17.60
Nov-11-2025	17.28
Nov-12-2025	17.51
Nov-13-2025	20.00
Nov-14-2025	19.83
Nov-17-2025	22.38
Nov-18-2025	24.69
Nov-19-2025	23.66
Nov-20-2025	26.42
Nov-21-2025	23.43
Nov-24-2025	20.52
Nov-25-2025	18.56
Nov-26-2025	17.19
Nov-27-2025	17.21
Nov-28-2025	16.35
Dec-01-2025	17.24
Dec-02-2025	16.59
Dec-03-2025	16.08
Dec-04-2025	15.78
Dec-05-2025	15.41
Dec-08-2025	16.66
Dec-09-2025	16.93
Dec-10-2025	15.77
Dec-11-2025	14.85
Dec-12-2025	15.74
Dec-15-2025	16.50
Dec-16-2025	16.48
Dec-17-2025	17.62
Dec-18-2025	16.87
Dec-19-2025	14.91
Dec-22-2025	14.08
Dec-23-2025	14.00
Dec-24-2025	13.47
Dec-26-2025	13.60
Dec-29-2025	14.20
Dec-30-2025	14.33
Dec-31-2025	14.95
Jan-02-2026	14.51
Jan-05-2026	14.90
Jan-06-2026	14.75
Jan-07-2026	15.38
Jan-08-2026	15.45
Jan-09-2026	14.49
Jan-12-2026	15.12
Jan-13-2026	15.98
Jan-14-2026	16.75
Jan-15-2026	15.84
Jan-16-2026	15.86
Jan-19-2026	18.84
Jan-20-2026	20.09
Jan-21-2026	16.90
Jan-22-2026	15.64
Jan-23-2026	16.09
Jan-26-2026	16.15
Jan-27-2026	16.35
Jan-28-2026	16.35
Jan-29-2026	16.88
Jan-30-2026	17.44
Feb-02-2026	16.34
Feb-03-2026	18.00
Feb-04-2026	18.64
Feb-05-2026	21.77
Feb-06-2026	17.76
Feb-09-2026	17.36
Feb-10-2026	17.79
Feb-11-2026	17.65
Feb-12-2026	20.82
Feb-13-2026	20.60
Feb-16-2026	21.20
Feb-17-2026	20.29
Feb-18-2026	19.62
Feb-19-2026	20.23
